,track_id,track,track_popularity,data_added,top_year,album_name,album_release_year,genre,artists_name,track_duration,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
473,312A8WfROSLvZbMDHBUPDp,Fit but You Know It,62.0,2020-08-07T08:20:08Z,2004.0,Fit but You Know It,2004,[],The Streets,254266.0,0.68,0.844,-1.729,0.299,0.23,0.0,0.0305,0.895,172.302
474,0hsrqeudoR9Kymm7RNiVoq,Amazing,62.0,2020-08-07T08:20:08Z,2004.0,Amazing,2004-03-15,[],George Michael,265826.0,0.805,0.754,-6.825,0.0394,0.0884,1.77e-06,0.117,0.88,128.429
475,5dxHF4lrDimKqnI3GaZUmC,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),62.0,2020-08-07T08:20:08Z,2004.0,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),2003-12-02,[],"Alicia Keys,Tony! Toni! Toné!,Jermaine Paul",284160.0,0.663,0.465,-9.711,0.0317,0.555,0.00183,0.125,0.279,127.932
476,1NAyvpW70a9lxY0YlLWFV4,My Place,61.0,2020-08-07T08:20:08Z,2004.0,My Place,2004-09-14,[],"Nelly,Jaheim",336506.0,0.6,0.641,-4.237,0.0423,0.0498,1.49e-06,0.0982,0.642,163.153
477,3qLhHLgFCvq6YEzqZhCPEd,Come With Me - Radio Edit,61.0,2020-08-07T08:20:08Z,2004.0,Come With Me - Radio Edit,2004-08-02,[],Special D.,185133.0,0.739,0.999,-5.077,0.0803,0.13,0.00224,0.28,0.501,139.982
478,0B2ZuTLZnWQ6gz8RlNwBu1,On Fire,61.0,2020-08-07T08:20:08Z,2004.0,On Fire,2004-01-01,[],Lloyd Banks,187280.0,0.759,0.825,-4.289,0.22,0.0923,0.00057,0.24,0.429,94.857
479,0dEQaNYfp5G7Sflek2Qnde,Don't Tell Me,60.0,2020-08-07T08:20:08Z,2004.0,Don't Tell Me,2004,[],Avril Lavigne,202013.0,0.523,0.795,-2.92,0.0386,0.00462,0.0,0.358,0.484,144.106
480,4MMqj7HaLL8BphbBZnlsdq,I Like That,60.0,2020-08-07T08:20:08Z,2004.0,I Like That,2004-01-01,[],"Houston,Chingy,Nate Dogg,I-20",236520.0,0.797,0.502,-3.925,0.0968,0.0154,0.0,0.1,0.385,106.997
481,6fqqAsCYfDOtXAD8Ydo06K,Tipsy - Club Mix,60.0,2020-08-07T08:20:08Z,2004.0,Tipsy - Club Mix,2001-01-01,[],J-Kwon,247106.0,0.925,0.741,-5.827,0.315,0.0653,0.0,0.044,0.654,93.04
482,785t3poQsvdkSeH5xGA9R4,How Come,60.0,2020-08-07T08:20:08Z,2004.0,How Come,2004-01-01,[],D12,249533.0,0.745,0.858,-2.221,0.237,0.28,0.0,0.188,0.547,89.983
483,6GrrkiCRO3HYdgRpO4eKEL,Swing Life Away,59.0,2021-10-05T14:06:18Z,2004.0,Swing Life Away,2004-01-01,[],Rise Against,200066.0,0.477,0.426,-6.961,0.043,0.544,0.0,0.0903,0.789,184.866
484,1GIN41bLhiKeEPeC2vXH8i,Headsprung,59.0,2020-08-07T08:20:08Z,2004.0,Headsprung,2004-08-31,[],LL COOL J,267320.0,0.718,0.786,-5.76,0.0284,0.0114,2.5e-05,0.0745,0.465,99.916
485,6cR1U61DMpYbS2TtNTlSvo,Read Your Mind,59.0,2020-08-07T08:20:08Z,2004.0,Read Your Mind,2003-01-01,[],Avant,263506.0,0.755,0.381,-6.696,0.0711,0.291,5.13e-06,0.0974,0.695,73.108
486,54s027DgaSJlvp1q2sdzTa,Sick and Tired,59.0,2020-08-07T08:20:08Z,2004.0,Sick and Tired,1999,[],Anastacia,212266.0,0.598,0.868,-4.552,0.0373,0.00908,0.0,0.279,0.47,99.848
487,2Bo0hh0yoQReC4reJav5DT,Breathe Me,59.0,2020-08-07T08:20:08Z,2004.0,Breathe Me,2004-01-01,[],Sia,272066.0,0.553,0.621,-7.356,0.0333,0.0428,0.596,0.115,0.19,120.051
488,3sckKKIx96cjPXtiqPHCTB,Only U - No Intro,58.0,2020-08-07T08:20:08Z,2004.0,Only U - No Intro,2004-01-01,[],Ashanti,186306.0,0.601,0.621,-5.576,0.0434,0.0374,1.75e-06,0.188,0.278,94.547
489,6SHvqMjPEQqyJaxuEzNcr3,Love Machine,58.0,2020-08-07T08:20:08Z,2004.0,Love Machine,2004-01-01,[],Girls Aloud,205360.0,0.663,0.95,-4.21,0.0621,0.00127,0.00492,0.0753,0.697,116.02
490,7yXibbAYi4to5oQTeO738f,Pieces Of Me,57.0,2020-08-07T08:20:08Z,2004.0,Pieces Of Me,2004-01-01,[],Ashlee Simpson,217440.0,0.532,0.807,-4.301,0.057,0.0584,0.0,0.114,0.759,87.183
491,2s0ouHqJebHfiQ6C1GUFJd,Milkshake - Radio Mix,57.0,2020-08-07T08:20:08Z,2004.0,Milkshake - Radio Mix,2003-12-05,[],Kelis,182626.0,0.891,0.77,-6.124,0.0439,0.00862,0.0315,0.155,0.819,112.997
492,6ich2xMH5AR39V85miIAN8,I Don't Want to Be,56.0,2020-08-07T08:20:08Z,2004.0,I Don't Want to Be,2004-07-26,[],Gavin DeGraw,217760.0,0.423,0.862,-5.13,0.0695,0.00791,0.0,0.133,0.462,154.746
493,4Vqd7MuPVrciqRS3EzhKWb,She Wants To Move,56.0,2020-08-07T08:20:08Z,2004.0,She Wants To Move,2004-01-01,[],N.E.R.D,213786.0,0.766,0.851,-4.831,0.0786,0.00402,0.000744,0.256,0.8,115.012
494,5y8WWi1BaKHXfuln0XoIZs,Sunshine (feat. Anthony Hamilton),56.0,2020-08-07T08:20:08Z,2004.0,Sunshine (feat. Anthony Hamilton),2004-01-27,[],"Twista,Anthony Hamilton",226013.0,0.926,0.888,-5.337,0.294,0.261,0.0,0.348,0.819,98.523
495,26QkYH0dmzPQBprter9Jsw,Five Colours In Her Hair,56.0,2020-08-07T08:20:08Z,2004.0,Five Colours In Her Hair,2004-01-01,[],McFly,177453.0,0.464,0.901,-3.421,0.0462,0.0264,0.0,0.233,0.636,97.978
496,0LAfANg75hYiV1IAEP3vY6,Take Your Mama,56.0,2020-08-20T07:41:02Z,2004.0,Take Your Mama,2004-01-01,[],Scissor Sisters,271906.0,0.757,0.957,-4.617,0.106,0.209,2.29e-05,0.0624,0.933,153.944
497,3PEx44by2Pe7E6M8tgqE5N,Dry Your Eyes,55.0,2020-08-07T08:20:08Z,2004.0,Dry Your Eyes,2004,[],The Streets,271240.0,0.684,0.467,-7.829,0.239,0.56,0.0,0.0942,0.445,80.019
498,7pNJ1T9TGbVbNHKaLhhPri,With You,55.0,2020-08-07T08:20:08Z,2004.0,With You,2003,[],Jessica Simpson,191826.0,0.553,0.756,-4.583,0.108,0.0923,0.0,0.215,0.605,94.487
499,4L55p6txv9vuCWhpNnY6eY,Dip It Low,54.0,2020-08-07T08:20:08Z,2004.0,Dip It Low,2004-01-01,[],Christina Milian,201000.0,0.754,0.718,-4.209,0.111,0.0122,0.000111,0.0923,0.576,169.116
500,3LmvfNUQtglbTrydsdIqFU,We Belong Together,73.0,2023-11-21T05:14:15Z,2005.0,We Belong Together,2005-04-12,[],Mariah Carey,201400.0,0.837,0.462,-7.89,0.0601,0.0339,0.0,0.09,0.762,139.986
501,3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,76.0,2023-11-21T05:14:15Z,2005.0,Let Me Love You,2004-09-21,[],Mario,256733.0,0.656,0.578,-8.97,0.0922,0.235,0.0,0.118,0.556,94.514
502,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,86.0,2023-11-21T05:14:15Z,2005.0,Fix You,2005-06-07,[],Coldplay,295533.0,0.209,0.417,-8.74,0.0338,0.164,0.00196,0.113,0.124,138.178
503,4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,81.0,2023-11-21T05:14:15Z,2005.0,Pon de Replay,2005-08-29,[],Rihanna,246960.0,0.779,0.64,-8.415,0.159,0.000155,0.00077,0.101,0.498,99.019
504,5D2mYZuzcgjpchVY1pmTPh,Candy Shop,82.0,2023-11-21T05:14:15Z,2005.0,Candy Shop,2005-03-03,[],"50 Cent,Olivia",209106.0,0.614,0.574,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173
505,0vg4WnUWvze6pBOJDTq99k,You're Beautiful,78.0,2023-11-21T05:14:15Z,2005.0,You're Beautiful,2005-08-08,[],James Blunt,209493.0,0.675,0.479,-9.87,0.0278,0.633,1.76e-05,0.088,0.454,81.998
506,5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,82.0,2023-11-21T05:14:15Z,2005.0,Boulevard of Broken Dreams,2017-11-17,[],Green Day,262333.0,0.496,0.682,-4.095,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06
507,1gZ7i4qxXkHZb1r6eioaAP,Don't Cha,69.0,2023-11-21T05:14:15Z,2005.0,Don't Cha,2005-01-01,[],"The Pussycat Dolls,Busta Rhymes",272080.0,0.877,0.637,-3.493,0.101,0.00516,2.5e-06,0.0959,0.569,119.988
508,0mUyMawtxj1CJ76kn9gIZK,Bad Day,76.0,2023-11-21T05:14:15Z,2005.0,Bad Day,2005-02-22,[],Daniel Powter,233640.0,0.599,0.785,-4.013,0.0309,0.448,0.00336,0.151,0.52,140.046
509,561jH07mF1jHuk7KlaeF0s,Mockingbird,89.0,2023-11-21T05:14:15Z,2005.0,Mockingbird,2004-11-12,[],Eminem,250760.0,0.637,0.678,-3.798,0.266,0.209,0.0,0.156,0.254,84.039
510,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,85.0,2023-11-21T05:14:15Z,2005.0,Feel Good Inc.,2005-05-23,[],Gorillaz,222640.0,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559
511,2wGSgTmgSF3xjRrHkTc25R,Hate It Or Love It,85.0,2023-11-21T05:14:15Z,2005.0,Hate It Or Love It,2005,[],"The Game,50 Cent",206400.0,0.802,0.785,-4.781,0.207,0.14,0.0,0.123,0.435,99.998
512,1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,83.0,2023-11-21T05:14:15Z,2005.0,Gold Digger,2005-08-30,[],"Kanye West,Jamie Foxx",207626.0,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,0.623,93.034
513,0lP4HYLmvowOKdsQ7CVkuq,The Kill,81.0,2023-11-21T05:14:15Z,2005.0,The Kill,2005-01-01,[],Thirty Seconds To Mars,231533.0,0.179,0.912,-3.881,0.0791,0.0014,0.000294,0.582,0.289,182.99
514,5sNESr6pQfIhL3krM8CtZn,Numb / Encore,81.0,2023-11-21T05:14:15Z,2005.0,Numb / Encore,2004-11-30,[],"JAY-Z,Linkin Park",205733.0,0.687,0.793,-4.254,0.166,0.0603,0.0,0.582,0.751,107.045
515,4v7DCN09hgXkKazefkznDQ,Lonely,80.0,2023-11-21T05:14:15Z,2005.0,Lonely,2005-01-01,[],Akon,235800.0,0.634,0.526,-7.881,0.0333,0.339,0.0,0.257,0.623,90.087
516,3ZffCQKLFLUvYM59XKLbVm,Wake Me up When September Ends,81.0,2023-11-21T05:14:15Z,2005.0,Wake Me up When September Ends,2004-09-21,[],Green Day,285653.0,0.546,0.814,-5.146,0.0314,0.023,0.0,0.0972,0.146,104.98
517,2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",80.0,2023-11-21T05:14:15Z,2005.0,"Sugar, We're Goin Down",2005-05-03,[],Fall Out Boy,229093.0,0.494,0.842,-4.784,0.0843,0.00579,0.0,0.122,0.574,162.011
518,4nva9EpKntUTs6CRSGBCn9,Just A Lil Bit,80.0,2023-11-21T05:14:15Z,2005.0,Just A Lil Bit,2005-03-03,[],50 Cent,237706.0,0.489,0.692,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946
519,5FZxsHWIvUsmSK1IAvm2pp,Best of You,78.0,2023-11-21T05:14:15Z,2005.0,Best of You,2005-06-14,[],Foo Fighters,255626.0,0.366,0.94,-5.119,0.0696,0.000769,9.42e-05,0.188,0.369,130.198
520,2NBQmPrOEEjA8VbeWOQGxO,Drop It Like It's Hot,78.0,2023-11-21T05:14:15Z,2005.0,Drop It Like It's Hot,2004-01-01,[],"Snoop Dogg,Pharrell Williams",266066.0,0.888,0.632,-3.872,0.219,0.19,0.0,0.101,0.662,91.979
521,4PmMVdIFpJTB9WQbmILf4p,How We Do,78.0,2023-11-21T05:14:15Z,2005.0,How We Do,2005,[],"The Game,50 Cent",235533.0,0.862,0.648,-7.401,0.251,0.0455,0.0,0.0332,0.637,98.012
522,5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),78.0,2023-11-21T05:14:15Z,2005.0,La Tortura (feat. Alejandro Sanz),2005-06-03,[],"Shakira,Alejandro Sanz",212893.0,0.74,0.783,-5.367,0.0427,0.0297,0.000308,0.123,0.812,100.011
523,3850dYVgOFIXJh5U4BFEWH,Hung Up,77.0,2023-11-21T05:14:15Z,2005.0,Hung Up,2005-11-11,[],Madonna,337733.0,0.649,0.647,-7.695,0.0452,0.0039,0.161,0.0686,0.405,125.02
524,5p9XWUdvbUzmPCukOmwoU3,Suddenly I See,77.0,2023-11-21T05:14:15Z,2005.0,Suddenly I See,2005-01-01,[],KT Tunstall,201706.0,0.587,0.767,-5.713,0.0449,0.225,0.0,0.112,0.664,100.38
525,3DQVgcqaP3iSMbaKsd57l5,I Bet You Look Good On The Dancefloor,77.0,2023-11-21T05:14:15Z,2005.0,I Bet You Look Good On The Dancefloor,2006-01-29,[],Arctic Monkeys,173680.0,0.535,0.948,-4.19,0.0356,0.00225,0.0,0.376,0.778,103.183
526,0815caqt2Lytro5EIzMufT,You And Me,77.0,2023-11-21T05:14:15Z,2005.0,You And Me,2005-03-22,[],Lifehouse,195493.0,0.459,0.427,-7.734,0.0267,0.114,0.0,0.168,0.354,139.902
527,4Hff1IjRbLGeLgFgxvHflk,DARE,77.0,2023-11-21T05:14:15Z,2005.0,DARE,2005-05-23,[],Gorillaz,244999.0,0.76,0.891,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264
528,7uKcScNXuO3MWw6LowBjW1,"One, Two Step (feat. Missy Elliott)",76.0,2023-11-21T05:14:15Z,2005.0,"One, Two Step (feat. Missy Elliott)",2004-09-27,[],"Ciara,Missy Elliott",203786.0,0.944,0.511,-10.96,0.161,0.042,0.00107,0.0379,0.842,113.046
529,69bHJ9qs5FrUJbKP8xU8uZ,Disco Inferno,76.0,2023-11-21T05:14:15Z,2005.0,Disco Inferno,2005-03-03,[],50 Cent,214226.0,0.925,0.659,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018
530,7xYnUQigPoIDAMPVK79NEq,Run It! (feat. Juelz Santana),76.0,2023-11-21T05:14:15Z,2005.0,Run It! (feat. Juelz Santana),2005,[],"Chris Brown,Juelz Santana",229866.0,0.846,0.482,-6.721,0.129,0.0246,0.0,0.393,0.212,100.969
531,3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,74.0,2023-11-21T05:14:15Z,2005.0,Since U Been Gone,2004-01-17,[],Kelly Clarkson,188960.0,0.662,0.741,-5.406,0.0334,0.00165,0.0303,0.114,0.404,131.0
532,7clUVcSOtkNWa58Gw5RfD4,Speed of Sound,74.0,2023-11-21T05:14:15Z,2005.0,Speed of Sound,2005-06-07,[],Coldplay,287906.0,0.514,0.898,-6.765,0.0577,0.00488,0.0345,0.0746,0.353,123.067
533,6ndmKwWqMozN2tcZqzCX4K,Remember the Name (feat. Styles of Beyond),74.0,2023-11-21T05:14:15Z,2005.0,Remember the Name (feat. Styles of Beyond),2005-11-21,[],"Fort Minor,Styles Of Beyond",230493.0,0.688,0.835,-4.162,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858
534,0DLOyyQvwPTSDKuhpzMMwA,I'm Sprung,73.0,2023-11-21T05:14:15Z,2005.0,I'm Sprung,2005-12-06,[],T-Pain,231040.0,0.728,0.327,-11.596,0.0999,0.0948,0.0,0.103,0.195,100.0
535,4VywXu6umkIQ2OS0m1I79y,Better Together,73.0,2023-11-21T05:14:15Z,2005.0,Better Together,2005-01-01,[],Jack Johnson,207680.0,0.868,0.347,-9.529,0.0536,0.308,2e-05,0.11,0.659,110.059
536,1yKu2MhpwzDXXH2tzG6xoa,Beverly Hills,72.0,2023-11-21T05:14:15Z,2005.0,Beverly Hills,2005-05-10,[],Weezer,196093.0,0.693,0.823,-3.761,0.0726,0.0932,0.0,0.328,0.741,87.904
537,0LzrhCZFXW94Y8nwtTuRlw,Hollaback Girl,72.0,2023-11-21T05:14:15Z,2005.0,Hollaback Girl,2004-11-23,[],Gwen Stefani,199853.0,0.926,0.916,-2.221,0.0929,0.35,6.17e-06,0.0234,0.904,110.007
538,1HwpWwa6bnqqRhK8agG4RS,Beautiful Soul,72.0,2023-11-21T05:14:15Z,2005.0,Beautiful Soul,2004-01-01,[],Jesse McCartney,214226.0,0.66,0.666,-4.342,0.0472,0.0759,0.0,0.0268,0.933,89.975
539,3qaSqrrevBrb84xl5JlptU,Dakota,72.0,2023-11-21T05:14:15Z,2005.0,Dakota,2005-01-01,[],Stereophonics,297426.0,0.506,0.93,-3.499,0.0675,0.129,0.00682,0.0931,0.305,146.994
540,7G6l2FtQyRhQgYgut2I6i8,As Good As I Once Was,72.0,2023-11-21T05:14:15Z,2005.0,As Good As I Once Was,2005-01-01,[],Toby Keith,227840.0,0.68,0.87,-4.461,0.0393,0.266,0.0,0.109,0.646,119.075
541,0Bo5fjMtTfCD8vHGebivqc,Axel F,71.0,2023-11-21T05:14:15Z,2005.0,Axel F,2005-08-01,[],Crazy Frog,171739.0,0.86,0.907,-3.321,0.0407,0.279,0.693,0.0648,0.786,138.045
542,451GvHwY99NKV4zdKPRWmv,Banana Pancakes,72.0,2023-11-21T05:14:15Z,2005.0,Banana Pancakes,2005-01-01,[],Jack Johnson,191906.0,0.816,0.375,-8.053,0.0996,0.607,8.66e-06,0.0933,0.615,114.303
543,2ajhenDRiiAnCHHjsIOHhJ,Laffy Taffy,71.0,2023-11-21T05:14:15Z,2005.0,Laffy Taffy,2005-11-08,[],D4L,224253.0,0.891,0.439,-7.994,0.428,0.0351,0.0,0.0932,0.622,77.499
544,3f3omU8n47Mqyab5nCaGyT,Because of You,71.0,2023-11-21T05:14:15Z,2005.0,Because of You,2004-01-17,[],Kelly Clarkson,219493.0,0.583,0.584,-5.362,0.0314,0.254,0.0,0.123,0.136,140.039
545,6CN3e26iQSj1N5lomh0mfO,Like Toy Soldiers,70.0,2023-11-21T05:14:15Z,2005.0,Like Toy Soldiers,2004-11-12,[],Eminem,296880.0,0.52,0.768,-3.489,0.359,0.0193,0.00034,0.104,0.398,79.178
546,41PWz0hAiU9FqsmjR9Wh62,Lovers And Friends,70.0,2023-11-21T05:14:15Z,2005.0,Lovers And Friends,2004-11-16,[],"Lil Jon & The East Side Boyz,USHER,Ludacris",260600.0,0.675,0.501,-6.183,0.22,0.0541,0.0,0.429,0.532,139.861
547,3jEqrIfwKO0M8ALu3TGilF,Like You (feat. Ciara),70.0,2023-11-21T05:14:15Z,2005.0,Like You (feat. Ciara),2005,[],"Bow Wow,Ciara",205840.0,0.714,0.6,-8.365,0.0876,0.0465,0.0,0.0646,0.504,82.017
548,7jLbTp3qZzah9kMIdW8e5M,Ghetto Gospel,70.0,2023-11-21T05:14:15Z,2005.0,Ghetto Gospel,2004-01-01,[],"2Pac,Elton John",238053.0,0.794,0.614,-5.352,0.0467,0.0964,0.0,0.0788,0.663,80.569
549,3hb2ScEVkGchcAQqrPLP0R,Photograph,69.0,2023-11-21T05:14:15Z,2005.0,Photograph,2005-09-26,[],Nickelback,258920.0,0.515,0.876,-3.756,0.0292,0.000932,0.000166,0.136,0.385,145.916
550,0UaMYEvWZi0ZqiDOoHU3YI,Lose Control (feat. Ciara & Fat Man Scoop),69.0,2023-11-21T05:14:15Z,2005.0,Lose Control (feat. Ciara & Fat Man Scoop),2005-07-04,[],"Missy Elliott,Ciara,Fatman Scoop",226863.0,0.904,0.813,-7.105,0.121,0.0311,0.00697,0.0471,0.81,125.461
551,19JdbdEwQI7bCxefMokZO8,My Humps,69.0,2023-11-21T05:14:15Z,2005.0,My Humps,2005-01-01,[],Black Eyed Peas,326960.0,0.801,0.682,-5.919,0.225,0.111,1.56e-05,0.109,0.586,123.95
552,3kZC0ZmFWrEHdUCmUqlvgZ,I Will Follow You into the Dark,69.0,2023-11-21T05:14:15Z,2005.0,I Will Follow You into the Dark,2005-08-29,[],Death Cab for Cutie,189186.0,0.517,0.206,-12.233,0.0421,0.924,0.0,0.118,0.489,80.401
553,4Ilen0VxPEsVRLpnePji8P,"Slow Down - 12"" Version",68.0,2023-11-21T05:14:15Z,2005.0,"Slow Down - 12"" Version",2005-01-01,[],Bobby V.,258665.0,0.568,0.732,-4.896,0.103,0.179,4.92e-06,0.401,0.626,186.048
554,0Ss50OU9tCozI7JIywkv14,Soul Survivor,68.0,2023-11-21T05:14:15Z,2005.0,Soul Survivor,2005,[],"Jeezy,Akon",280013.0,0.682,0.483,-7.718,0.0451,0.00103,0.0,0.159,0.108,84.012
555,7i7UIbm5E0DD7aSOYvwp2v,Oh (feat. Ludacris),68.0,2023-11-21T05:14:15Z,2005.0,Oh (feat. Ludacris),2004-09-27,[],"Ciara,Ludacris",256346.0,0.8,0.496,-7.135,0.0506,0.000298,0.0,0.0697,0.357,128.29
556,3B7i9OKRRmIsSBHEbJz58Y,Grind With Me,67.0,2023-11-21T05:14:15Z,2005.0,Grind With Me,2005-05-17,[],Pretty Ricky,237733.0,0.7,0.538,-5.952,0.045,0.000204,0.0,0.105,0.189,136.518
557,5ZdzNVOmCSp5HFLk0EgvJS,Dirty Little Secret,67.0,2023-11-21T05:14:15Z,2005.0,Dirty Little Secret,2005-01-01,[],The All-American Rejects,193653.0,0.469,0.955,-4.253,0.0432,0.000343,1.35e-06,0.548,0.462,143.853
558,0CnD7Hiw6pae6rLsZw5q5W,Incomplete,67.0,2023-11-21T05:14:15Z,2005.0,Incomplete,2005-06-14,[],Backstreet Boys,239586.0,0.437,0.589,-4.834,0.0331,0.231,0.0,0.0768,0.165,133.631
559,2Y2q7PkD7lvuWr8YaZfWuv,Rich Girl,67.0,2023-11-21T05:14:15Z,2005.0,Rich Girl,2004-11-23,[],"Gwen Stefani,Eve",236213.0,0.856,0.754,-2.728,0.0416,0.0294,1.49e-05,0.206,0.722,98.018
560,4wLZ4zPM9c4oe1VV8ejdWV,Home,67.0,2023-11-21T05:14:15Z,2005.0,Home,2005-02-07,[],Michael Bublé,225906.0,0.608,0.37,-9.207,0.0306,0.844,1.87e-05,0.112,0.349,127.631
561,2ZA4uMlSZjaoWGFqP1tsLI,Ordinary People,67.0,2023-11-21T05:14:15Z,2005.0,Ordinary People,2005-12-06,[],John Legend,281466.0,0.469,0.132,-14.001,0.0798,0.928,0.0,0.0873,0.36,66.989
562,5zdUc1JRCImBYcDWgvFNpE,Caught Up,67.0,2023-11-21T05:14:15Z,2005.0,Caught Up,2004-03-23,[],USHER,224640.0,0.817,0.806,-4.606,0.0623,0.027,9e-06,0.119,0.805,110.086
563,4HSAJpNocVNJbwbQvtCMdO,Signs,66.0,2023-11-21T05:14:15Z,2005.0,Signs,2004-01-01,[],"Snoop Dogg,Charlie Wilson,Justin Timberlake",236480.0,0.934,0.706,-5.317,0.178,0.0305,0.000121,0.136,0.614,112.962
564,1oNToERLIN71YCPLbRIQGQ,Let Me Hold You (feat. Omarion),66.0,2023-11-21T05:14:15Z,2005.0,Let Me Hold You (feat. Omarion),2005,[],"Bow Wow,Omarion",248493.0,0.815,0.662,-8.244,0.199,0.0915,0.000409,0.0898,0.611,151.518
565,6dwkFmLUz6hx2CZG2EqLol,Collide,65.0,2023-11-21T05:14:15Z,2005.0,Collide,2003-10-07,[],Howie Day,249120.0,0.636,0.625,-7.895,0.0277,0.222,5.35e-05,0.119,0.342,93.931
566,4bz7uB4edifWKJXSDxwHcs,Galvanize,65.0,2023-11-21T05:14:15Z,2005.0,Galvanize,2005-01-01,[],The Chemical Brothers,393813.0,0.745,0.714,-3.681,0.0751,0.0141,0.0222,0.363,0.365,104.003
567,2TFsx3B0hLSSTambrudXs3,One Wish,65.0,2023-11-21T05:14:15Z,2005.0,One Wish,2005-09-05,[],Ray J,337640.0,0.529,0.651,-7.061,0.282,0.281,0.0,0.339,0.592,127.03
568,61Qhe2mHSLhUE04QeK4lkD,Breakaway,65.0,2023-11-21T05:14:15Z,2005.0,Breakaway,2004-01-17,[],Kelly Clarkson,237000.0,0.446,0.701,-4.179,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958
569,3TAtUJc4Sj913Cs5gBUeu0,Scars,65.0,2023-11-21T05:14:15Z,2005.0,Scars,2004-01-01,[],Papa Roach,208199.0,0.455,0.929,-3.295,0.0494,0.0875,0.0,0.226,0.484,89.782
570,5XQavlXrNHBBvlN4IJqhqW,You Raise Me Up,64.0,2023-11-21T05:14:15Z,2005.0,You Raise Me Up,2005-10-31,[],Westlife,241066.0,0.23,0.357,-6.596,0.0315,0.63,0.0,0.0886,0.174,114.229
571,7MTdv6v3vsmQcVfh7eIaks,Tripping,64.0,2023-11-21T05:14:15Z,2005.0,Tripping,2005,[],Robbie Williams,276603.0,0.666,0.922,-4.458,0.0429,0.0381,0.000191,0.0633,0.828,118.014
572,4kOTDj4SiZPkW1p96WMDNv,We Be Burnin',64.0,2023-11-21T05:14:15Z,2005.0,We Be Burnin',2005-09-26,[],Sean Paul,213066.0,0.95,0.803,-4.195,0.151,0.145,0.0,0.0748,0.86,117.0
573,34KUIBsIUiPV7oCIzSdDAU,Diamonds From Sierra Leone - Remix,63.0,2023-11-21T05:14:15Z,2005.0,Diamonds From Sierra Leone - Remix,2005-08-30,[],"Kanye West,JAY-Z",233400.0,0.672,0.814,-3.768,0.27,0.258,0.0,0.164,0.379,97.043
574,2b8QQqf8Vwb7bfz22ja8Fk,Over And Over,63.0,2023-11-21T05:14:15Z,2005.0,Over And Over,2004-09-14,[],"Nelly,Tim McGraw",253933.0,0.644,0.517,-10.02,0.0803,0.0065,1.37e-06,0.158,0.464,169.799
575,6WrnSlcN0dzTO80mVVbBto,Do You Want To,63.0,2023-11-21T05:14:15Z,2005.0,Do You Want To,2005-10-03,[],Franz Ferdinand,215000.0,0.412,0.944,-2.896,0.0448,0.0724,0.000493,0.801,0.79,123.091
576,4NjR63Up0uMkQBlKvlZd1l,Stickwitu,63.0,2023-11-21T05:14:15Z,2005.0,Stickwitu,2005-01-01,[],The Pussycat Dolls,207506.0,0.655,0.54,-6.482,0.0516,0.268,0.0,0.068,0.43,79.983
577,4FTOpNYcGxnQdGNWSxIcio,Soldier (feat. T.I. & Lil' Wayne),63.0,2023-11-21T05:14:15Z,2005.0,Soldier (feat. T.I. & Lil' Wayne),2004-11-16,[],"Destiny's Child,T.I.,Lil Wayne",325573.0,0.878,0.417,-6.799,0.361,0.0444,0.0,0.0833,0.904,77.49
578,0AKAxdNkwq9ZxRdW1DN9zW,Behind These Hazel Eyes,63.0,2023-11-21T05:14:15Z,2005.0,Behind These Hazel Eyes,2004-01-17,[],Kelly Clarkson,198973.0,0.548,0.889,-4.682,0.0382,0.00165,0.00109,0.197,0.425,90.048
579,3njpLvANriMsdv3dgADEad,Get Back,62.0,2023-11-21T05:14:15Z,2005.0,Get Back,2004-01-01,[],Ludacris,270746.0,0.555,0.639,-5.16,0.263,0.0594,0.0,0.118,0.184,171.609
580,0jdeV5dSB3kUBRqe1xQJbh,True,61.0,2023-11-21T05:14:15Z,2005.0,True,2004-06-08,[],Ryan Cabrera,204173.0,0.598,0.4,-10.054,0.0241,0.459,0.0,0.151,0.369,96.938
